Date_Time,Date,Time,Temp,Plot
10/5/21 16:00,10/5/21,4:00:00 PM,13.6,Plot 2
10/5/21 16:30,10/5/21,4:30:00 PM,13.6,Plot 2
10/5/21 17:00,10/5/21,5:00:00 PM,13.1,Plot 2
10/5/21 17:30,10/5/21,5:30:00 PM,13.1,Plot 2
10/5/21 18:00,10/5/21,6:00:00 PM,13.1,Plot 2
10/5/21 18:30,10/5/21,6:30:00 PM,13.1,Plot 2
10/5/21 19:00,10/5/21,7:00:00 PM,12.85,Plot 2
10/5/21 19:30,10/5/21,7:30:00 PM,12.6,Plot 2
10/5/21 20:00,10/5/21,8:00:00 PM,12.35,Plot 2
10/5/21 20:30,10/5/21,8:30:00 PM,12.1,Plot 2
10/5/21 21:00,10/5/21,9:00:00 PM,12.1,Plot 2
10/5/21 21:30,10/5/21,9:30:00 PM,12.1,Plot 2
10/5/21 22:00,10/5/21,10:00:00 PM,12.1,Plot 2
10/5/21 22:30,10/5/21,10:30:00 PM,12.1,Plot 2
10/5/21 23:00,10/5/21,11:00:00 PM,12.1,Plot 2
10/5/21 23:30,10/5/21,11:30:00 PM,12.1,Plot 2
10/6/21 0:00,10/6/21,12:00:00 AM,12.1,Plot 2
10/6/21 0:30,10/6/21,12:30:00 AM,12.1,Plot 2
10/6/21 1:00,10/6/21,1:00:00 AM,12.1,Plot 2
10/6/21 1:30,10/6/21,1:30:00 AM,11.85,Plot 2
10/6/21 2:00,10/6/21,2:00:00 AM,11.6,Plot 2
10/6/21 2:30,10/6/21,2:30:00 AM,11.85,Plot 2
10/6/21 3:00,10/6/21,3:00:00 AM,11.6,Plot 2
10/6/21 3:30,10/6/21,3:30:00 AM,11.6,Plot 2
10/6/21 4:00,10/6/21,4:00:00 AM,11.6,Plot 2
10/6/21 4:30,10/6/21,4:30:00 AM,11.6,Plot 2
10/6/21 5:00,10/6/21,5:00:00 AM,11.6,Plot 2
10/6/21 5:30,10/6/21,5:30:00 AM,11.6,Plot 2
10/6/21 6:00,10/6/21,6:00:00 AM,11.6,Plot 2
10/6/21 6:30,10/6/21,6:30:00 AM,11.1,Plot 2
10/6/21 7:00,10/6/21,7:00:00 AM,10.85,Plot 2
10/6/21 7:30,10/6/21,7:30:00 AM,10.1,Plot 2
10/6/21 8:00,10/6/21,8:00:00 AM,10.35,Plot 2
10/6/21 8:30,10/6/21,8:30:00 AM,11.1,Plot 2
10/6/21 9:00,10/6/21,9:00:00 AM,11.6,Plot 2
10/6/21 9:30,10/6/21,9:30:00 AM,12.6,Plot 2
10/6/21 10:00,10/6/21,10:00:00 AM,13.1,Plot 2
10/6/21 10:30,10/6/21,10:30:00 AM,14.1,Plot 2
10/6/21 11:00,10/6/21,11:00:00 AM,13.6,Plot 2
10/6/21 11:30,10/6/21,11:30:00 AM,13.6,Plot 2
10/6/21 12:00,10/6/21,12:00:00 PM,15.85,Plot 2
10/6/21 12:30,10/6/21,12:30:00 PM,16.35,Plot 2
10/6/21 13:00,10/6/21,1:00:00 PM,16.6,Plot 2
10/6/21 13:30,10/6/21,1:30:00 PM,17.1,Plot 2
10/6/21 14:00,10/6/21,2:00:00 PM,16.85,Plot 2
10/6/21 14:30,10/6/21,2:30:00 PM,17.6,Plot 2
10/6/21 15:00,10/6/21,3:00:00 PM,16.85,Plot 2
10/6/21 15:30,10/6/21,3:30:00 PM,17.1,Plot 2
10/6/21 16:00,10/6/21,4:00:00 PM,16.6,Plot 2
10/6/21 16:30,10/6/21,4:30:00 PM,15.6,Plot 2
10/6/21 17:00,10/6/21,5:00:00 PM,15.1,Plot 2
10/6/21 17:30,10/6/21,5:30:00 PM,14.6,Plot 2
10/6/21 18:00,10/6/21,6:00:00 PM,14.1,Plot 2
10/6/21 18:30,10/6/21,6:30:00 PM,13.1,Plot 2
10/6/21 19:00,10/6/21,7:00:00 PM,12.1,Plot 2
10/6/21 19:30,10/6/21,7:30:00 PM,11.1,Plot 2
10/6/21 20:00,10/6/21,8:00:00 PM,10.6,Plot 2
10/6/21 20:30,10/6/21,8:30:00 PM,9.6,Plot 2
10/6/21 21:00,10/6/21,9:00:00 PM,8.85,Plot 2
10/6/21 21:30,10/6/21,9:30:00 PM,8.6,Plot 2
10/6/21 22:00,10/6/21,10:00:00 PM,8.35,Plot 2
10/6/21 22:30,10/6/21,10:30:00 PM,7.1,Plot 2
10/6/21 23:00,10/6/21,11:00:00 PM,7.35,Plot 2
10/6/21 23:30,10/6/21,11:30:00 PM,6.1,Plot 2
10/7/21 0:00,10/7/21,12:00:00 AM,5.85,Plot 2
10/7/21 0:30,10/7/21,12:30:00 AM,5.6,Plot 2
10/7/21 1:00,10/7/21,1:00:00 AM,5.1,Plot 2
10/7/21 1:30,10/7/21,1:30:00 AM,5.35,Plot 2
10/7/21 2:00,10/7/21,2:00:00 AM,4.85,Plot 2
10/7/21 2:30,10/7/21,2:30:00 AM,4.35,Plot 2
10/7/21 3:00,10/7/21,3:00:00 AM,4.1,Plot 2
10/7/21 3:30,10/7/21,3:30:00 AM,3.85,Plot 2
10/7/21 4:00,10/7/21,4:00:00 AM,3.35,Plot 2
10/7/21 4:30,10/7/21,4:30:00 AM,3.35,Plot 2
10/7/21 5:00,10/7/21,5:00:00 AM,2.85,Plot 2
10/7/21 5:30,10/7/21,5:30:00 AM,2.35,Plot 2
10/7/21 6:00,10/7/21,6:00:00 AM,1.85,Plot 2
10/7/21 6:30,10/7/21,6:30:00 AM,1.6,Plot 2
10/7/21 7:00,10/7/21,7:00:00 AM,1.6,Plot 2
10/7/21 7:30,10/7/21,7:30:00 AM,1.6,Plot 2
10/7/21 8:00,10/7/21,8:00:00 AM,2.6,Plot 2
10/7/21 8:30,10/7/21,8:30:00 AM,3.85,Plot 2
10/7/21 9:00,10/7/21,9:00:00 AM,4.85,Plot 2
10/7/21 9:30,10/7/21,9:30:00 AM,6.35,Plot 2
10/7/21 10:00,10/7/21,10:00:00 AM,8.1,Plot 2
10/7/21 10:30,10/7/21,10:30:00 AM,9.1,Plot 2
10/7/21 11:00,10/7/21,11:00:00 AM,10.1,Plot 2
10/7/21 11:30,10/7/21,11:30:00 AM,12.85,Plot 2
10/7/21 12:00,10/7/21,12:00:00 PM,14.35,Plot 2
10/7/21 12:30,10/7/21,12:30:00 PM,17.1,Plot 2
10/7/21 13:00,10/7/21,1:00:00 PM,16.6,Plot 2
10/7/21 13:30,10/7/21,1:30:00 PM,17.1,Plot 2
10/7/21 14:00,10/7/21,2:00:00 PM,17.35,Plot 2
10/7/21 14:30,10/7/21,2:30:00 PM,17.35,Plot 2
10/7/21 15:00,10/7/21,3:00:00 PM,16.85,Plot 2
10/7/21 15:30,10/7/21,3:30:00 PM,16.35,Plot 2
10/7/21 16:00,10/7/21,4:00:00 PM,16.1,Plot 2
10/7/21 16:30,10/7/21,4:30:00 PM,15.6,Plot 2
10/7/21 17:00,10/7/21,5:00:00 PM,15.1,Plot 2
10/7/21 17:30,10/7/21,5:30:00 PM,15.1,Plot 2
10/7/21 18:00,10/7/21,6:00:00 PM,14.1,Plot 2
10/7/21 18:30,10/7/21,6:30:00 PM,13.1,Plot 2
10/7/21 19:00,10/7/21,7:00:00 PM,12.1,Plot 2
10/7/21 19:30,10/7/21,7:30:00 PM,11.35,Plot 2
10/7/21 20:00,10/7/21,8:00:00 PM,10.6,Plot 2
10/7/21 20:30,10/7/21,8:30:00 PM,9.6,Plot 2
10/7/21 21:00,10/7/21,9:00:00 PM,9.1,Plot 2
10/7/21 21:30,10/7/21,9:30:00 PM,8.6,Plot 2
10/7/21 22:00,10/7/21,10:00:00 PM,8.35,Plot 2
10/7/21 22:30,10/7/21,10:30:00 PM,8.1,Plot 2
10/7/21 23:00,10/7/21,11:00:00 PM,6.85,Plot 2
10/7/21 23:30,10/7/21,11:30:00 PM,6.85,Plot 2
10/8/21 0:00,10/8/21,12:00:00 AM,6.6,Plot 2
10/8/21 0:30,10/8/21,12:30:00 AM,6.1,Plot 2
10/8/21 1:00,10/8/21,1:00:00 AM,5.6,Plot 2
10/8/21 1:30,10/8/21,1:30:00 AM,5.35,Plot 2
10/8/21 2:00,10/8/21,2:00:00 AM,4.85,Plot 2
10/8/21 2:30,10/8/21,2:30:00 AM,4.85,Plot 2
10/8/21 3:00,10/8/21,3:00:00 AM,4.85,Plot 2
10/8/21 3:30,10/8/21,3:30:00 AM,4.35,Plot 2
10/8/21 4:00,10/8/21,4:00:00 AM,3.6,Plot 2
10/8/21 4:30,10/8/21,4:30:00 AM,3.85,Plot 2
10/8/21 5:00,10/8/21,5:00:00 AM,3.35,Plot 2
10/8/21 5:30,10/8/21,5:30:00 AM,3.1,Plot 2
10/8/21 6:00,10/8/21,6:00:00 AM,2.85,Plot 2
10/8/21 6:30,10/8/21,6:30:00 AM,2.35,Plot 2
10/8/21 7:00,10/8/21,7:00:00 AM,2.35,Plot 2
10/8/21 7:30,10/8/21,7:30:00 AM,2.85,Plot 2
10/8/21 8:00,10/8/21,8:00:00 AM,3.1,Plot 2
10/8/21 8:30,10/8/21,8:30:00 AM,4.35,Plot 2
10/8/21 9:00,10/8/21,9:00:00 AM,5.35,Plot 2
10/8/21 9:30,10/8/21,9:30:00 AM,6.85,Plot 2
10/8/21 10:00,10/8/21,10:00:00 AM,8.1,Plot 2
10/8/21 10:30,10/8/21,10:30:00 AM,10.1,Plot 2
10/8/21 11:00,10/8/21,11:00:00 AM,12.1,Plot 2
10/8/21 11:30,10/8/21,11:30:00 AM,14.1,Plot 2
10/8/21 12:00,10/8/21,12:00:00 PM,16.35,Plot 2
10/8/21 12:30,10/8/21,12:30:00 PM,17.35,Plot 2
10/8/21 13:00,10/8/21,1:00:00 PM,17.6,Plot 2
10/8/21 13:30,10/8/21,1:30:00 PM,18.1,Plot 2
10/8/21 14:00,10/8/21,2:00:00 PM,17.6,Plot 2
10/8/21 14:30,10/8/21,2:30:00 PM,18.1,Plot 2
10/8/21 15:00,10/8/21,3:00:00 PM,18.6,Plot 2
10/8/21 15:30,10/8/21,3:30:00 PM,18.6,Plot 2
10/8/21 16:00,10/8/21,4:00:00 PM,17.6,Plot 2
10/8/21 16:30,10/8/21,4:30:00 PM,17.1,Plot 2
10/8/21 17:00,10/8/21,5:00:00 PM,16.6,Plot 2
10/8/21 17:30,10/8/21,5:30:00 PM,16.1,Plot 2
10/8/21 18:00,10/8/21,6:00:00 PM,15.1,Plot 2
10/8/21 18:30,10/8/21,6:30:00 PM,14.1,Plot 2
10/8/21 19:00,10/8/21,7:00:00 PM,13.1,Plot 2
10/8/21 19:30,10/8/21,7:30:00 PM,12.35,Plot 2
10/8/21 20:00,10/8/21,8:00:00 PM,11.6,Plot 2
10/8/21 20:30,10/8/21,8:30:00 PM,11.1,Plot 2
10/8/21 21:00,10/8/21,9:00:00 PM,10.35,Plot 2
10/8/21 21:30,10/8/21,9:30:00 PM,10.1,Plot 2
10/8/21 22:00,10/8/21,10:00:00 PM,10.35,Plot 2
10/8/21 22:30,10/8/21,10:30:00 PM,10.85,Plot 2
10/8/21 23:00,10/8/21,11:00:00 PM,11.1,Plot 2
10/8/21 23:30,10/8/21,11:30:00 PM,11.1,Plot 2
10/9/21 0:00,10/9/21,12:00:00 AM,11.35,Plot 2
10/9/21 0:30,10/9/21,12:30:00 AM,11.85,Plot 2
10/9/21 1:00,10/9/21,1:00:00 AM,12.1,Plot 2
10/9/21 1:30,10/9/21,1:30:00 AM,12.1,Plot 2
10/9/21 2:00,10/9/21,2:00:00 AM,12.1,Plot 2
10/9/21 2:30,10/9/21,2:30:00 AM,12.1,Plot 2
10/9/21 3:00,10/9/21,3:00:00 AM,12.1,Plot 2
10/9/21 3:30,10/9/21,3:30:00 AM,11.85,Plot 2
10/9/21 4:00,10/9/21,4:00:00 AM,11.6,Plot 2
10/9/21 4:30,10/9/21,4:30:00 AM,11.1,Plot 2
10/9/21 5:00,10/9/21,5:00:00 AM,11.1,Plot 2
10/9/21 5:30,10/9/21,5:30:00 AM,10.6,Plot 2
10/9/21 6:00,10/9/21,6:00:00 AM,9.85,Plot 2
10/9/21 6:30,10/9/21,6:30:00 AM,9.1,Plot 2
10/9/21 7:00,10/9/21,7:00:00 AM,8.85,Plot 2
10/9/21 7:30,10/9/21,7:30:00 AM,9.1,Plot 2
10/9/21 8:00,10/9/21,8:00:00 AM,9.6,Plot 2
10/9/21 8:30,10/9/21,8:30:00 AM,9.85,Plot 2
10/9/21 9:00,10/9/21,9:00:00 AM,10.35,Plot 2
10/9/21 9:30,10/9/21,9:30:00 AM,10.6,Plot 2
10/9/21 10:00,10/9/21,10:00:00 AM,12.1,Plot 2
10/9/21 10:30,10/9/21,10:30:00 AM,12.6,Plot 2
10/9/21 11:00,10/9/21,11:00:00 AM,13.1,Plot 2
10/9/21 11:30,10/9/21,11:30:00 AM,14.35,Plot 2
10/9/21 12:00,10/9/21,12:00:00 PM,14.6,Plot 2
10/9/21 12:30,10/9/21,12:30:00 PM,16.1,Plot 2
10/9/21 13:00,10/9/21,1:00:00 PM,16.1,Plot 2
10/9/21 13:30,10/9/21,1:30:00 PM,16.1,Plot 2
10/9/21 14:00,10/9/21,2:00:00 PM,16.1,Plot 2
10/9/21 14:30,10/9/21,2:30:00 PM,16.1,Plot 2
10/9/21 15:00,10/9/21,3:00:00 PM,15.6,Plot 2
10/9/21 15:30,10/9/21,3:30:00 PM,15.35,Plot 2
10/9/21 16:00,10/9/21,4:00:00 PM,16.1,Plot 2
10/9/21 16:30,10/9/21,4:30:00 PM,15.35,Plot 2
10/9/21 17:00,10/9/21,5:00:00 PM,14.6,Plot 2
10/9/21 17:30,10/9/21,5:30:00 PM,14.1,Plot 2
10/9/21 18:00,10/9/21,6:00:00 PM,13.1,Plot 2
10/9/21 18:30,10/9/21,6:30:00 PM,12.1,Plot 2
10/9/21 19:00,10/9/21,7:00:00 PM,10.85,Plot 2
10/9/21 19:30,10/9/21,7:30:00 PM,10.35,Plot 2
10/9/21 20:00,10/9/21,8:00:00 PM,10.1,Plot 2
10/9/21 20:30,10/9/21,8:30:00 PM,10.35,Plot 2
10/9/21 21:00,10/9/21,9:00:00 PM,10.35,Plot 2
10/9/21 21:30,10/9/21,9:30:00 PM,10.35,Plot 2
10/9/21 22:00,10/9/21,10:00:00 PM,10.6,Plot 2
10/9/21 22:30,10/9/21,10:30:00 PM,10.6,Plot 2
10/9/21 23:00,10/9/21,11:00:00 PM,10.6,Plot 2
10/9/21 23:30,10/9/21,11:30:00 PM,10.6,Plot 2
10/10/21 0:00,10/10/21,12:00:00 AM,10.6,Plot 2
10/10/21 0:30,10/10/21,12:30:00 AM,10.6,Plot 2
10/10/21 1:00,10/10/21,1:00:00 AM,10.35,Plot 2
10/10/21 1:30,10/10/21,1:30:00 AM,10.35,Plot 2
10/10/21 2:00,10/10/21,2:00:00 AM,10.35,Plot 2
10/10/21 2:30,10/10/21,2:30:00 AM,10.1,Plot 2
10/10/21 3:00,10/10/21,3:00:00 AM,9.6,Plot 2
10/10/21 3:30,10/10/21,3:30:00 AM,9.1,Plot 2
10/10/21 4:00,10/10/21,4:00:00 AM,8.6,Plot 2
10/10/21 4:30,10/10/21,4:30:00 AM,7.85,Plot 2
10/10/21 5:00,10/10/21,5:00:00 AM,7.35,Plot 2
10/10/21 5:30,10/10/21,5:30:00 AM,6.85,Plot 2
10/10/21 6:00,10/10/21,6:00:00 AM,6.35,Plot 2
10/10/21 6:30,10/10/21,6:30:00 AM,6.35,Plot 2
10/10/21 7:00,10/10/21,7:00:00 AM,6.35,Plot 2
10/10/21 7:30,10/10/21,7:30:00 AM,6.6,Plot 2
10/10/21 8:00,10/10/21,8:00:00 AM,6.85,Plot 2
10/10/21 8:30,10/10/21,8:30:00 AM,7.6,Plot 2
10/10/21 9:00,10/10/21,9:00:00 AM,8.6,Plot 2
10/10/21 9:30,10/10/21,9:30:00 AM,9.1,Plot 2
10/10/21 10:00,10/10/21,10:00:00 AM,9.6,Plot 2
10/10/21 10:30,10/10/21,10:30:00 AM,10.35,Plot 2
10/10/21 11:00,10/10/21,11:00:00 AM,10.6,Plot 2
10/10/21 11:30,10/10/21,11:30:00 AM,11.1,Plot 2
10/10/21 12:00,10/10/21,12:00:00 PM,12.1,Plot 2
10/10/21 12:30,10/10/21,12:30:00 PM,12.6,Plot 2
10/10/21 13:00,10/10/21,1:00:00 PM,13.1,Plot 2
10/10/21 13:30,10/10/21,1:30:00 PM,14.1,Plot 2
10/10/21 14:00,10/10/21,2:00:00 PM,14.6,Plot 2
10/10/21 14:30,10/10/21,2:30:00 PM,14.6,Plot 2
10/10/21 15:00,10/10/21,3:00:00 PM,14.6,Plot 2
10/10/21 15:30,10/10/21,3:30:00 PM,14.6,Plot 2
10/10/21 16:00,10/10/21,4:00:00 PM,14.6,Plot 2
10/10/21 16:30,10/10/21,4:30:00 PM,14.1,Plot 2
10/10/21 17:00,10/10/21,5:00:00 PM,13.6,Plot 2
10/10/21 17:30,10/10/21,5:30:00 PM,13.6,Plot 2
10/10/21 18:00,10/10/21,6:00:00 PM,13.1,Plot 2
10/10/21 18:30,10/10/21,6:30:00 PM,11.85,Plot 2
10/10/21 19:00,10/10/21,7:00:00 PM,11.1,Plot 2
10/10/21 19:30,10/10/21,7:30:00 PM,10.1,Plot 2
10/10/21 20:00,10/10/21,8:00:00 PM,9.6,Plot 2
10/10/21 20:30,10/10/21,8:30:00 PM,8.6,Plot 2
10/10/21 21:00,10/10/21,9:00:00 PM,8.1,Plot 2
10/10/21 21:30,10/10/21,9:30:00 PM,8.35,Plot 2
10/10/21 22:00,10/10/21,10:00:00 PM,8.6,Plot 2
10/10/21 22:30,10/10/21,10:30:00 PM,9.35,Plot 2
10/10/21 23:00,10/10/21,11:00:00 PM,9.6,Plot 2
10/10/21 23:30,10/10/21,11:30:00 PM,9.6,Plot 2
10/11/21 0:00,10/11/21,12:00:00 AM,9.85,Plot 2
10/11/21 0:30,10/11/21,12:30:00 AM,10.1,Plot 2
10/11/21 1:00,10/11/21,1:00:00 AM,10.1,Plot 2
10/11/21 1:30,10/11/21,1:30:00 AM,10.1,Plot 2
10/11/21 2:00,10/11/21,2:00:00 AM,10.1,Plot 2
10/11/21 2:30,10/11/21,2:30:00 AM,10.1,Plot 2
10/11/21 3:00,10/11/21,3:00:00 AM,10.1,Plot 2
10/11/21 3:30,10/11/21,3:30:00 AM,10.1,Plot 2
10/11/21 4:00,10/11/21,4:00:00 AM,10.1,Plot 2
10/11/21 4:30,10/11/21,4:30:00 AM,10.35,Plot 2
10/11/21 5:00,10/11/21,5:00:00 AM,10.35,Plot 2
10/11/21 5:30,10/11/21,5:30:00 AM,10.35,Plot 2
10/11/21 6:00,10/11/21,6:00:00 AM,10.6,Plot 2
10/11/21 6:30,10/11/21,6:30:00 AM,10.6,Plot 2
10/11/21 7:00,10/11/21,7:00:00 AM,10.6,Plot 2
10/11/21 7:30,10/11/21,7:30:00 AM,10.6,Plot 2
10/11/21 8:00,10/11/21,8:00:00 AM,10.6,Plot 2
10/11/21 8:30,10/11/21,8:30:00 AM,11.1,Plot 2
10/11/21 9:00,10/11/21,9:00:00 AM,11.6,Plot 2
10/11/21 9:30,10/11/21,9:30:00 AM,12.35,Plot 2
10/11/21 10:00,10/11/21,10:00:00 AM,13.35,Plot 2
10/11/21 10:30,10/11/21,10:30:00 AM,14.1,Plot 2
10/11/21 11:00,10/11/21,11:00:00 AM,14.1,Plot 2
10/11/21 11:30,10/11/21,11:30:00 AM,16.35,Plot 2
10/11/21 12:00,10/11/21,12:00:00 PM,17.6,Plot 2
10/11/21 12:30,10/11/21,12:30:00 PM,19.1,Plot 2
10/11/21 13:00,10/11/21,1:00:00 PM,18.1,Plot 2
10/11/21 13:30,10/11/21,1:30:00 PM,19.1,Plot 2
10/11/21 14:00,10/11/21,2:00:00 PM,19.1,Plot 2
10/11/21 14:30,10/11/21,2:30:00 PM,19.1,Plot 2
10/11/21 15:00,10/11/21,3:00:00 PM,19.1,Plot 2
10/11/21 15:30,10/11/21,3:30:00 PM,18.6,Plot 2
10/11/21 16:00,10/11/21,4:00:00 PM,19.1,Plot 2
10/11/21 16:30,10/11/21,4:30:00 PM,17.6,Plot 2
10/11/21 17:00,10/11/21,5:00:00 PM,17.6,Plot 2
10/11/21 17:30,10/11/21,5:30:00 PM,16.85,Plot 2
10/11/21 18:00,10/11/21,6:00:00 PM,15.6,Plot 2
10/11/21 18:30,10/11/21,6:30:00 PM,14.6,Plot 2
10/11/21 19:00,10/11/21,7:00:00 PM,14.1,Plot 2
10/11/21 19:30,10/11/21,7:30:00 PM,13.1,Plot 2
10/11/21 20:00,10/11/21,8:00:00 PM,12.35,Plot 2
10/11/21 20:30,10/11/21,8:30:00 PM,11.6,Plot 2
10/11/21 21:00,10/11/21,9:00:00 PM,11.35,Plot 2
10/11/21 21:30,10/11/21,9:30:00 PM,10.6,Plot 2
10/11/21 22:00,10/11/21,10:00:00 PM,10.6,Plot 2
10/11/21 22:30,10/11/21,10:30:00 PM,9.85,Plot 2
10/11/21 23:00,10/11/21,11:00:00 PM,9.85,Plot 2
10/11/21 23:30,10/11/21,11:30:00 PM,9.1,Plot 2
10/12/21 0:00,10/12/21,12:00:00 AM,9.35,Plot 2
10/12/21 0:30,10/12/21,12:30:00 AM,8.85,Plot 2
10/12/21 1:00,10/12/21,1:00:00 AM,8.85,Plot 2
10/12/21 1:30,10/12/21,1:30:00 AM,8.1,Plot 2
10/12/21 2:00,10/12/21,2:00:00 AM,8.35,Plot 2
10/12/21 2:30,10/12/21,2:30:00 AM,7.85,Plot 2
10/12/21 3:00,10/12/21,3:00:00 AM,7.85,Plot 2
10/12/21 3:30,10/12/21,3:30:00 AM,7.35,Plot 2
10/12/21 4:00,10/12/21,4:00:00 AM,7.35,Plot 2
10/12/21 4:30,10/12/21,4:30:00 AM,7.35,Plot 2
10/12/21 5:00,10/12/21,5:00:00 AM,6.85,Plot 2
10/12/21 5:30,10/12/21,5:30:00 AM,6.85,Plot 2
10/12/21 6:00,10/12/21,6:00:00 AM,6.35,Plot 2
10/12/21 6:30,10/12/21,6:30:00 AM,6.1,Plot 2
10/12/21 7:00,10/12/21,7:00:00 AM,5.85,Plot 2
10/12/21 7:30,10/12/21,7:30:00 AM,5.85,Plot 2
10/12/21 8:00,10/12/21,8:00:00 AM,6.85,Plot 2
10/12/21 8:30,10/12/21,8:30:00 AM,8.1,Plot 2
10/12/21 9:00,10/12/21,9:00:00 AM,10.1,Plot 2
10/12/21 9:30,10/12/21,9:30:00 AM,10.85,Plot 2
10/12/21 10:00,10/12/21,10:00:00 AM,11.6,Plot 2
10/12/21 10:30,10/12/21,10:30:00 AM,12.6,Plot 2
10/12/21 11:00,10/12/21,11:00:00 AM,14.1,Plot 2
10/12/21 11:30,10/12/21,11:30:00 AM,15.35,Plot 2
10/12/21 12:00,10/12/21,12:00:00 PM,16.1,Plot 2
10/12/21 12:30,10/12/21,12:30:00 PM,17.35,Plot 2
10/12/21 13:00,10/12/21,1:00:00 PM,17.6,Plot 2
10/12/21 13:30,10/12/21,1:30:00 PM,18.35,Plot 2
10/12/21 14:00,10/12/21,2:00:00 PM,19.1,Plot 2
10/12/21 14:30,10/12/21,2:30:00 PM,19.85,Plot 2
10/12/21 15:00,10/12/21,3:00:00 PM,19.6,Plot 2
10/12/21 15:30,10/12/21,3:30:00 PM,18.85,Plot 2
10/12/21 16:00,10/12/21,4:00:00 PM,19.6,Plot 2
10/12/21 16:30,10/12/21,4:30:00 PM,19.1,Plot 2
10/12/21 17:00,10/12/21,5:00:00 PM,18.6,Plot 2
10/12/21 17:30,10/12/21,5:30:00 PM,17.6,Plot 2
10/12/21 18:00,10/12/21,6:00:00 PM,16.35,Plot 2
10/12/21 18:30,10/12/21,6:30:00 PM,15.6,Plot 2
10/12/21 19:00,10/12/21,7:00:00 PM,14.6,Plot 2
10/12/21 19:30,10/12/21,7:30:00 PM,14.1,Plot 2
10/12/21 20:00,10/12/21,8:00:00 PM,13.6,Plot 2
10/12/21 20:30,10/12/21,8:30:00 PM,12.85,Plot 2
10/12/21 21:00,10/12/21,9:00:00 PM,12.35,Plot 2
10/12/21 21:30,10/12/21,9:30:00 PM,11.6,Plot 2
10/12/21 22:00,10/12/21,10:00:00 PM,11.6,Plot 2
10/12/21 22:30,10/12/21,10:30:00 PM,11.35,Plot 2
10/12/21 23:00,10/12/21,11:00:00 PM,10.6,Plot 2
10/12/21 23:30,10/12/21,11:30:00 PM,10.85,Plot 2
10/13/21 0:00,10/13/21,12:00:00 AM,10.1,Plot 2
10/13/21 0:30,10/13/21,12:30:00 AM,9.35,Plot 2
10/13/21 1:00,10/13/21,1:00:00 AM,9.1,Plot 2
10/13/21 1:30,10/13/21,1:30:00 AM,9.1,Plot 2
10/13/21 2:00,10/13/21,2:00:00 AM,8.85,Plot 2
10/13/21 2:30,10/13/21,2:30:00 AM,9.35,Plot 2
10/13/21 3:00,10/13/21,3:00:00 AM,9.6,Plot 2
10/13/21 3:30,10/13/21,3:30:00 AM,9.1,Plot 2
10/13/21 4:00,10/13/21,4:00:00 AM,8.85,Plot 2
10/13/21 4:30,10/13/21,4:30:00 AM,8.85,Plot 2
10/13/21 5:00,10/13/21,5:00:00 AM,8.1,Plot 2
10/13/21 5:30,10/13/21,5:30:00 AM,8.1,Plot 2
10/13/21 6:00,10/13/21,6:00:00 AM,7.35,Plot 2
10/13/21 6:30,10/13/21,6:30:00 AM,7.85,Plot 2
10/13/21 7:00,10/13/21,7:00:00 AM,7.35,Plot 2
10/13/21 7:30,10/13/21,7:30:00 AM,7.35,Plot 2
10/13/21 8:00,10/13/21,8:00:00 AM,7.35,Plot 2
10/13/21 8:30,10/13/21,8:30:00 AM,7.85,Plot 2
10/13/21 9:00,10/13/21,9:00:00 AM,10.1,Plot 2
10/13/21 9:30,10/13/21,9:30:00 AM,11.6,Plot 2
10/13/21 10:00,10/13/21,10:00:00 AM,13.1,Plot 2
10/13/21 10:30,10/13/21,10:30:00 AM,14.1,Plot 2
10/13/21 11:00,10/13/21,11:00:00 AM,16.1,Plot 2
10/13/21 11:30,10/13/21,11:30:00 AM,17.1,Plot 2
10/13/21 12:00,10/13/21,12:00:00 PM,18.85,Plot 2
10/13/21 12:30,10/13/21,12:30:00 PM,19.85,Plot 2
10/13/21 13:00,10/13/21,1:00:00 PM,19.6,Plot 2
10/13/21 13:30,10/13/21,1:30:00 PM,20.1,Plot 2
10/13/21 14:00,10/13/21,2:00:00 PM,19.1,Plot 2
10/13/21 14:30,10/13/21,2:30:00 PM,20.1,Plot 2
10/13/21 15:00,10/13/21,3:00:00 PM,21.1,Plot 2
10/13/21 15:30,10/13/21,3:30:00 PM,20.6,Plot 2
10/13/21 16:00,10/13/21,4:00:00 PM,20.1,Plot 2
10/13/21 16:30,10/13/21,4:30:00 PM,19.6,Plot 2
10/13/21 17:00,10/13/21,5:00:00 PM,19.1,Plot 2
10/13/21 17:30,10/13/21,5:30:00 PM,18.85,Plot 2
10/13/21 18:00,10/13/21,6:00:00 PM,18.1,Plot 2
10/13/21 18:30,10/13/21,6:30:00 PM,17.1,Plot 2
10/13/21 19:00,10/13/21,7:00:00 PM,16.1,Plot 2
10/13/21 19:30,10/13/21,7:30:00 PM,16.1,Plot 2
10/13/21 20:00,10/13/21,8:00:00 PM,15.35,Plot 2
10/13/21 20:30,10/13/21,8:30:00 PM,14.85,Plot 2
10/13/21 21:00,10/13/21,9:00:00 PM,14.1,Plot 2
10/13/21 21:30,10/13/21,9:30:00 PM,13.6,Plot 2
10/13/21 22:00,10/13/21,10:00:00 PM,14.1,Plot 2
10/13/21 22:30,10/13/21,10:30:00 PM,14.1,Plot 2
10/13/21 23:00,10/13/21,11:00:00 PM,14.6,Plot 2
